facility_id,timestamp,emission,power_in_MW,name,network_region,units,latitude,longitude,fuel_source,value_price_in_$/MWh,value_demand_in_MW
MEWF,2025-10-01T00:05:00+10:00,0.0,50.393,Mt Emerald,QLD,"[{'code': 'MEWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 180.0, 'capacity_maximum': 178.0, 'data_first_seen': '2018-08-20T14:25:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2025-05-13T03:42:29Z'}]",-17.133248,145.380037,wind,67.3,5920.4
MILLMERN,2025-10-01T00:05:00+10:00,30.132,0.0,Millmerran,QLD,"[{'code': 'MPP_2', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 426.0, 'capacity_maximum': 435.0, 'emissions_factor_co2': 0.8373, 'data_first_seen': '2003-01-01T13:35:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2025-10-13T01:29:40Z'}, {'code': 'MPP_1', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 426.0, 'capacity_maximum': 435.0, 'emissions_factor_co2': 0.8373, 'data_first_seen': '2001-11-09T20:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2025-05-13T01:47:45Z'}]",-27.961657,151.28091,coal_black,67.3,5920.4
MINTARO,2025-10-01T00:05:00+10:00,0.006,0.085,Mintaro,SA,"[{'code': 'MINTARO', 'fueltech_id': 'gas_ocgt', 'status_id': 'operating', 'capacity_registered': 90.0, 'capacity_maximum': 105.0, 'emissions_factor_co2': 0.8589, 'data_first_seen': '1998-12-08T08:20:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2025-10-14T04:05:45Z'}, {'code': 'MINTNL1', 'fueltech_id': 'gas_ocgt', 'status_id': 'operating', 'capacity_registered': 25.0, 'emissions_factor_co2': 0.8589, 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2024-12-20T00:24:37Z'}]",-33.903149,138.738797,gas_ocgt,0.01,1565.38
MLSP,2025-10-01T00:05:00+10:00,0.0,0.013,Mugga Lane,NSW,"[{'code': 'MLSP1', 'fueltech_id': 'solar_utility', 'status_id': 'operating', 'capacity_registered': 12.0, 'capacity_maximum': 12.0, 'data_first_seen': '2016-11-16T15:35:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2025-05-13T03:48:46Z'}]",-35.398441,149.14906,solar_utility,80.01,7170.68
MLWF,2025-10-01T00:05:00+10:00,0.0,11.955,Mortons Lane,VIC,"[{'code': 'MLWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 19.5, 'capacity_maximum': 20.0, 'data_first_seen': '2012-11-13T14:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:09Z', 'updated_at': '2025-05-13T03:36:31Z'}]",-37.833186,142.465288,wind,0.01,4889.73
MOORAWF1,2025-10-01T00:05:00+10:00,0.0,231.6,Moorabool,VIC,"[{'code': 'MOORAWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 312.0, 'capacity_maximum': 305.0, 'data_first_seen': '2020-11-19T10:55:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:09Z', 'updated_at': '2025-05-13T03:17:28Z'}]",-37.739433,144.171985,wind,0.01,4889.73
MP,2025-10-01T00:05:00+10:00,32.465,447.675,Mt Piper,NSW,"[{'code': 'MP2', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 700.0, 'capacity_maximum': 700.0, 'emissions_factor_co2': 0.8691, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:09Z', 'updated_at': '2025-10-07T03:53:48Z'}, {'code': 'MP1', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 700.0, 'capacity_maximum': 700.0, 'emissions_factor_co2': 0.8691, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:09Z', 'updated_at': '2025-10-17T03:33:45Z'}]",-33.360715,150.035698,coal_black,80.01,7170.68
MRTLSWF,2025-10-01T00:05:00+10:00,0.0,78.69,Mortlake South,VIC,"[{'code': 'MRTLSWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 157.5, 'capacity_maximum': 153.0, 'data_first_seen': '2022-10-25T18:45:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:10Z', 'updated_at': '2025-05-13T03:35:09Z'}]",-38.147965,142.882246,wind,0.01,4889.73
MTGELWF,2025-10-01T00:05:00+10:00,0.0,65.781,Mt Gellibrand,VIC,"[{'code': 'MTGELWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 138.0, 'capacity_maximum': 132.0, 'data_first_seen': '2018-06-21T16:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:10Z', 'updated_at': '2025-09-09T01:06:52Z'}]",-38.257657,143.798651,wind,0.01,4889.73
MTMERCER,2025-10-01T00:05:00+10:00,0.0,82.3,Mt Mercer,VIC,"[{'code': 'MERCER01', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 131.2, 'capacity_maximum': 131.0, 'data_first_seen': '2013-11-25T14:15:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:10Z', 'updated_at': '2025-09-09T01:10:58Z'}]",-37.847593,143.870183,wind,0.01,4889.73
MTMILLAR,2025-10-01T00:05:00+10:00,0.0,27.8,Mt Millar,SA,"[{'code': 'MTMILLAR', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 70.0, 'capacity_maximum': 70.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:10Z', 'updated_at': '2025-05-13T03:47:15Z'}]",-33.619342,136.717568,wind,0.01,1565.38
MUSSELRO,2025-10-01T00:05:00+10:00,0.0,41.4,Musselroe,TAS,"[{'code': 'MUSSELR1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 168.0, 'capacity_maximum': 168.0, 'data_first_seen': '2013-03-21T15:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:10Z', 'updated_at': '2025-05-13T03:53:51Z'}]",-40.777105,148.006315,wind,0.2,897.18
MUWAWF,2025-10-01T00:05:00+10:00,0.0,198.16,Murra Warra,VIC,"[{'code': 'MUWAWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 231.8, 'capacity_maximum': 225.7, 'data_first_seen': '2019-04-08T19:45:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:12Z', 'updated_at': '2025-05-13T03:51:39Z'}, {'code': 'MUWAWF2', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 209.0, 'capacity_maximum': 203.0, 'data_first_seen': '2022-02-15T01:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:12Z', 'updated_at': '2025-05-13T03:52:28Z'}]",-36.438821,142.246003,wind,0.01,4889.73
NBHWF,2025-10-01T00:05:00+10:00,0.0,105.7,North Brown Hill,SA,"[{'code': 'NBHWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 132.3, 'capacity_maximum': 132.0, 'data_first_seen': '2010-08-14T20:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:12Z', 'updated_at': '2025-09-09T01:08:56Z'}]",-33.228116,138.716888,wind,0.01,1565.38
OAKLAND,2025-10-01T00:05:00+10:00,0.0,33.2,Oaklands Hill,VIC,"[{'code': 'OAKLAND1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 67.0, 'capacity_maximum': 63.0, 'data_first_seen': '2011-08-25T12:30:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:14Z', 'updated_at': '2024-12-20T02:48:52Z'}]",-37.679481,142.552995,wind,0.01,4889.73
PALOONA,2025-10-01T00:05:00+10:00,0.0,29.97,Paloona,TAS,"[{'code': 'PALOONA', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 28.0, 'capacity_maximum': 33.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:14Z', 'updated_at': '2024-12-20T02:50:52Z'}]",-41.28268,146.24858,hydro,0.2,897.18
PAREPW,2025-10-01T00:05:00+10:00,0.0,37.06,Port Augusta Energy Park,SA,"[{'code': 'PAREPW1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 210.0, 'capacity_maximum': 201.0, 'data_first_seen': '2022-04-19T18:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:14Z', 'updated_at': '2025-05-13T04:12:10Z'}, {'code': 'PAREPS1', 'fueltech_id': 'solar_utility', 'status_id': 'operating', 'capacity_registered': 99.0, 'capacity_maximum': 77.0, 'data_first_seen': '2022-10-04T17:25:00+10:00', 'data_last_seen': '2025-11-04T19:20:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:14Z', 'updated_at': '2025-05-13T04:13:16Z'}]",-32.595609,137.885629,wind,0.01,1565.38
PIBESS,2025-10-01T00:05:00+10:00,0.0,0.038,Phillip Island,VIC,"[{'code': 'PIBESS1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 7.0, 'capacity_maximum': 5.0, 'capacity_storage': 10.0, 'data_first_seen': '2024-08-27T13:05:00+08:00', 'data_last_seen': '2025-11-04T21:10:00+08:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-09-25T05:17:50Z', 'updated_at': '2024-12-20T02:56:46Z'}, {'code': 'PIBESSG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 7.0, 'capacity_maximum': 5.0, 'capacity_storage': 10.0, 'data_first_seen': '2023-04-19T09:10:00+08:00', 'data_last_seen': '2025-11-04T21:10:00+08:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:14Z', 'updated_at': '2024-12-20T02:56:38Z'}, {'code': 'PIBESSL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 7.0, 'capacity_maximum': 5.0, 'capacity_storage': 10.0, 'data_first_seen': '2023-04-19T08:25:00+08:00', 'data_last_seen': '2025-11-04T21:25:00+08:00', 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:35:14Z', 'updated_at': '2024-12-20T02:56:24Z'}]",-38.483293,145.22488,battery,0.01,4889.73
PIONEER,2025-10-01T00:05:00+10:00,0.072,42.7,Pioneer Sugar Mill,QLD,"[{'code': 'PIONEER', 'fueltech_id': 'bioenergy_biomass', 'status_id': 'operating', 'capacity_registered': 67.78, 'capacity_maximum': 68.0, 'emissions_factor_co2': 0.0201, 'data_first_seen': '2009-07-01T00:05:00+08:00', 'data_last_seen': '2025-11-04T21:25:00+08:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:15Z', 'updated_at': '2024-12-20T02:57:40Z'}]",-19.557546,147.330825,bioenergy_biomass,67.3,5920.4
PORTWF,2025-10-01T00:05:00+10:00,0.0,55.9,Portland,VIC,"[{'code': 'PORTWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 148.0, 'capacity_maximum': 148.0, 'data_first_seen': '2009-07-10T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:15Z', 'updated_at': '2025-05-13T04:15:41Z'}]",-38.361417,141.38456,wind,0.01,4889.73
PTINA,2025-10-01T00:05:00+10:00,0.0,3.32,Poatina,TAS,"[{'code': 'POAT110', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 100.0, 'capacity_maximum': 124.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:16Z', 'updated_at': '2024-12-20T02:58:12Z'}, {'code': 'PO110NL1', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 25.0, 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:35:16Z', 'updated_at': '2024-12-20T02:58:32Z'}, {'code': 'POAT220', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 200.0, 'capacity_maximum': 248.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:16Z', 'updated_at': '2024-12-20T02:58:47Z'}]",-41.805073,146.924365,hydro,0.2,897.18
RANGEB,2025-10-01T00:05:00+10:00,0.0,0.57,Rangebank,VIC,"[{'code': 'RANGEB1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 260.0, 'capacity_maximum': 200.0, 'capacity_storage': 400.0, 'data_first_seen': '2024-08-27T11:55:00+10:00', 'data_last_seen': '2025-11-04T21:10:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-10-13T04:37:18Z', 'updated_at': '2024-12-20T03:23:29Z'}, {'code': 'RANGEB1G1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 260.0, 'capacity_maximum': 200.0, 'capacity_storage': 400.0, 'data_first_seen': '2024-08-27T11:55:00+10:00', 'data_last_seen': '2025-11-04T21:10:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-11-09T10:29:42Z', 'updated_at': '2024-12-20T03:23:55Z'}, {'code': 'RANGEB1L1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 260.8, 'capacity_maximum': 200.0, 'capacity_storage': 400.0, 'data_first_seen': '2024-08-27T12:15:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2024-11-09T10:29:14Z', 'updated_at': '2025-09-09T00:46:15Z'}]",-38.0852,145.259434,battery,0.01,4889.73
REECE,2025-10-01T00:05:00+10:00,0.0,118.764,Reece,TAS,"[{'code': 'REECE1', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 115.6, 'capacity_maximum': 119.0, 'data_first_seen': '2005-05-16T13:35:00+08:00', 'data_last_seen': '2025-11-04T21:25:00+08:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:16Z', 'updated_at': '2025-09-09T00:49:37Z'}, {'code': 'REECE2', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 115.6, 'capacity_maximum': 119.0, 'data_first_seen': '2005-05-16T13:35:00+08:00', 'data_last_seen': '2025-08-03T19:40:00+08:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:16Z', 'updated_at': '2025-09-09T00:49:52Z'}]",-41.723131,145.136468,hydro,0.2,897.18
REPULSE,2025-10-01T00:05:00+10:00,0.0,33.013,Repulse,TAS,"[{'code': 'REPULSE', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 28.0, 'capacity_maximum': 34.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2024-12-20T03:25:24Z'}]",-42.507987,146.64717,hydro,0.2,897.18
RESS,2025-10-01T00:05:00+10:00,0.0,0.695,Riverina 1,NSW,"[{'code': 'RESS1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 80.0, 'capacity_maximum': 60.0, 'capacity_storage': 120.0, 'data_first_seen': '2024-10-29T13:15:00+10:00', 'data_last_seen': '2025-11-04T21:15:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-10-24T05:26:27Z', 'updated_at': '2025-01-09T22:28:44Z'}, {'code': 'RESS1L', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 80.0, 'capacity_maximum': 60.0, 'capacity_storage': 120.0, 'data_first_seen': '2023-06-27T11:15:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2025-01-09T22:28:31Z'}, {'code': 'RESS1G', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 80.0, 'capacity_maximum': 60.0, 'capacity_storage': 120.0, 'data_first_seen': '2023-06-02T07:15:00+10:00', 'data_last_seen': '2025-11-04T21:15:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2024-12-20T03:27:52Z'}]",-34.646668,146.034982,battery,80.01,7170.68
RIVNB,2025-10-01T00:05:00+10:00,0.0,0.869,Riverina 2,NSW,"[{'code': 'RIVNBL2', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 65.0, 'capacity_maximum': 65.0, 'capacity_storage': 130.0, 'data_first_seen': '2023-06-26T15:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2024-12-20T03:29:09Z'}, {'code': 'RIVNBG2', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 65.0, 'capacity_maximum': 65.0, 'capacity_storage': 130.0, 'data_first_seen': '2023-06-25T11:05:00+10:00', 'data_last_seen': '2025-11-04T21:15:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2024-12-20T03:29:20Z'}, {'code': 'RIVNB2', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 65.0, 'capacity_maximum': 65.0, 'capacity_storage': 130.0, 'data_first_seen': '2024-08-08T04:10:00+10:00', 'data_last_seen': '2025-11-04T21:15:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-09-17T00:10:08Z', 'updated_at': '2024-12-20T03:28:57Z'}]",-34.646624,146.035025,battery_charging,80.01,7170.68
ROWALLAN,2025-10-01T00:05:00+10:00,0.0,0.005,Rowallan,TAS,"[{'code': 'ROWALLAN', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 10.5, 'capacity_maximum': 11.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2024-12-20T03:43:23Z'}]",-41.72957,146.218087,hydro,0.2,897.18
ROYALLA,2025-10-01T00:05:00+10:00,0.0,0.001,Royalla,NSW,"[{'code': 'ROYALLA1', 'fueltech_id': 'solar_utility', 'status_id': 'operating', 'capacity_registered': 20.0, 'capacity_maximum': 20.0, 'data_first_seen': '2016-04-23T07:00:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2025-05-13T04:17:09Z'}]",-35.486052,149.141966,solar_utility,80.01,7170.68
RPCG,2025-10-01T00:05:00+10:00,0.051,13.8,Rocky Point Cogen,QLD,"[{'code': 'RPCG', 'fueltech_id': 'bioenergy_biomass', 'status_id': 'operating', 'capacity_registered': 30.0, 'capacity_maximum': 30.0, 'emissions_factor_co2': 0.0443, 'data_first_seen': '2011-01-28T13:15:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2024-12-20T03:38:13Z'}]",-27.733564,153.326464,bioenergy_biomass,67.3,5920.4
RUBICON,2025-10-01T00:05:00+10:00,0.0,0.585,Rubicon,VIC,"[{'code': 'RUBICON', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 13.0, 'capacity_maximum': 13.0, 'data_first_seen': '2010-03-04T16:00:00+10:00', 'data_last_seen': '2025-11-04T14:45:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2024-09-25T02:44:23Z'}]",-37.292453,145.818202,hydro,0.01,4889.73
RYANCWF,2025-10-01T00:05:00+10:00,0.0,74.32,Ryan Corner,VIC,"[{'code': 'RYANCWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 218.4, 'capacity_maximum': 205.0, 'data_first_seen': '2024-07-30T03:25:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-10-01T04:31:31Z', 'updated_at': '2025-05-13T04:19:16Z'}]",-38.271156,142.14003,wind,0.01,4889.73
RYEPARK,2025-10-01T00:05:00+10:00,0.0,184.803,Rye Park,NSW,"[{'code': 'RYEPARK1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 396.0, 'capacity_maximum': 384.0, 'data_first_seen': '2023-08-18T09:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:18Z', 'updated_at': '2025-05-13T04:22:44Z'}]",-34.63317,148.95364,wind,80.01,7170.68
SALTCRK,2025-10-01T00:05:00+10:00,0.0,14.06,Salt Creek,VIC,"[{'code': 'SALTCRK1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 54.0, 'capacity_maximum': 54.0, 'data_first_seen': '2018-06-06T16:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:18Z', 'updated_at': '2025-05-13T04:24:12Z'}]",-37.918698,142.796027,wind,0.01,4889.73
SAPHWF1,2025-10-01T00:05:00+10:00,0.0,232.882,Sapphire,NSW,"[{'code': 'SAPHWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 270.0, 'capacity_maximum': 270.0, 'data_first_seen': '2018-02-01T19:30:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:18Z', 'updated_at': '2025-05-13T04:25:48Z'}]",-29.710273,151.44558,wind,80.01,7170.68
SHOAL,2025-10-01T00:05:00+10:00,2.189,43.76,Shoalhaven Starches,NSW,"[{'code': 'SHOAL1', 'fueltech_id': 'gas_ocgt', 'status_id': 'operating', 'capacity_registered': 54.0, 'capacity_maximum': 54.0, 'emissions_factor_co2': 0.6022, 'data_first_seen': '2023-10-17T01:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-09-20T04:52:50Z', 'updated_at': '2024-11-24T23:55:24Z'}]",-34.8547,150.6138,gas_ocgt,80.01,7170.68
SMTHBES1,2025-10-01T00:05:00+10:00,0.0,0.061,Smithfield,NSW,"[{'code': 'SMTHBES1G1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 69.4, 'capacity_maximum': 65.0, 'capacity_storage': 130.0, 'data_first_seen': '2025-09-09T09:45:00+10:00', 'data_last_seen': '2025-11-03T18:10:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2025-04-16T03:47:29Z', 'updated_at': '2025-10-06T23:59:45Z'}, {'code': 'SMTHBES1L1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 69.4, 'capacity_maximum': 65.0, 'capacity_storage': 130.0, 'data_first_seen': '2025-09-08T14:55:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2025-04-16T03:37:52Z', 'updated_at': '2025-10-06T23:59:35Z'}, {'code': 'SMTHBES1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 69.4, 'capacity_maximum': 65.0, 'capacity_storage': 130.0, 'data_first_seen': '2025-09-09T09:45:00+10:00', 'data_last_seen': '2025-11-03T18:10:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2025-01-17T01:28:49Z', 'updated_at': '2025-10-06T23:59:19Z'}]",-33.849972,150.947448,battery_discharging,80.01,7170.68
SNOWNTH,2025-10-01T00:05:00+10:00,0.0,125.6,Snowtown North,SA,"[{'code': 'SNOWNTH1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 144.0, 'capacity_maximum': 144.0, 'data_first_seen': '2014-02-10T17:30:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:19Z', 'updated_at': '2025-05-13T04:43:16Z'}]",-33.756479,138.143043,wind,0.01,1565.38
SNOWSTH,2025-10-01T00:05:00+10:00,0.0,115.2,Snowtown South,SA,"[{'code': 'SNOWSTH1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 126.0, 'capacity_maximum': 126.0, 'data_first_seen': '2013-10-03T09:55:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:19Z', 'updated_at': '2025-05-13T04:42:13Z'}]",-33.862624,138.130367,wind,0.01,1565.38
SNOWTOWN,2025-10-01T00:05:00+10:00,0.0,92.189,Snowtown,SA,"[{'code': 'SNOWTWN1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 99.0, 'capacity_maximum': 99.0, 'data_first_seen': '2008-04-18T16:35:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:19Z', 'updated_at': '2025-05-13T04:33:19Z'}]",-33.691598,138.166022,wind,0.01,1565.38
